run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.bootstrap_ci_precision_high,metrics.mcc,metrics.overfitting_gap_precision,metrics.roc_auc,metrics.optimal_threshold_mcc,metrics.bootstrap_ci_pr_auc_high,metrics.precision,metrics.pr_auc,metrics.bootstrap_ci_precision_low,metrics.nested_cv_precision,metrics.optimal_threshold_bank,metrics.recall,metrics.f1,metrics.nested_cv_pr_auc,metrics.bootstrap_ci_pr_auc_low,metrics.overfitting_gap_pr_auc,metrics.gap_penalty_weight,params.n_jobs,params.verbose,params.reg_alpha,params.random_state,params.is_unbalance,params.min_child_samples,params.subsample,params.n_estimators,params.reg_lambda,params.num_leaves,params.max_depth,params.subsample_for_bin,params.learning_rate,params.subsample_freq,params.min_split_gain,params.class_weight,params.colsample_bytree,params.min_child_weight,params.objective,params.boosting_type,params.importance_type,tags.mlflow.source.type,tags.version,tags.status,tags.tuning_method,tags.mlflow.runName,tags.overfitting,tags.model_type,tags.mlflow.source.name,tags.feature_set,tags.mlflow.user
0e355454ef0e43eda21fffe906a00fcb,801876739743821410,FINISHED,file:C:/_AA-LapTop-MSIT/_MyMSIT_MockInterview/notebooks/../mlruns/801876739743821410/0e355454ef0e43eda21fffe906a00fcb/artifacts,2026-04-21 19:34:26.029000+00:00,2026-04-21 19:34:44.358000+00:00,0.939,0.5578,0.1705,0.8295,0.41,0.9672,0.8667,0.9146,0.7808,0.8295,0.9,0.8904,0.8784,0.8693,0.8453,0.1307,,-1,-1,7.714976938122364e-05,42,True,6,0.8298133991951261,680,9.079506926234528,58,14,200000,0.031436837941748154,0,0.0,None,0.7974631070933055,0.001,None,gbdt,split,NOTEBOOK,v1,Champion,Optuna,LGBM_Full_v1_Champion,Moderat (Gap PR-AUC: 0.131),LightGBM,C:\_AA-LapTop-MSIT\_MyMSIT_MockInterview\.venv\Lib\site-packages\ipykernel_launcher.py,Full (15 Features),erikg
0fae8f9d9f184020915b7f03464c3e71,801876739743821410,FINISHED,file:C:/_AA-LapTop-MSIT/_MyMSIT_MockInterview/notebooks/../mlruns/801876739743821410/0fae8f9d9f184020915b7f03464c3e71/artifacts,2026-04-21 19:35:38.163000+00:00,2026-04-21 19:35:46.642000+00:00,,0.4593,0.1369,0.8229,,,0.84,0.9077,,0.8151,,0.863,0.8514,0.8553,,0.1324,0.2,-1,-1,0.011146413994277014,42,True,25,0.6664063557151629,221,0.1711322103242275,76,9,200000,0.014611023571008427,0,0.0,None,0.7760826093291852,0.001,None,gbdt,split,NOTEBOOK,v2,Verbesserungsversuch,Optuna + Gap-Penalty,LGBM_Full_v2_GapPenalty,Reduziert (Gap Precision: 0.137),LightGBM,C:\_AA-LapTop-MSIT\_MyMSIT_MockInterview\.venv\Lib\site-packages\ipykernel_launcher.py,Full (15 Features),erikg
